from,to,distance
10485,19222,55.5
9776,11645,70.4
4607,4384,75.6
7470,2520,43.6
16539,2783,76.5
8867,8842,9.5
17331,17930,8.9
18362,14359,15.5
1619,11645,39.4
675,964,27.1
11326,6511,98.8
12299,329,92.9
14217,9743,52.7
16590,14604,95.1
8194,14963,12.5
6361,11752,30.1
14436,3874,74.6
14294,9545,24.1
1554,18685,7.6
9348,7747,50.2
5612,648,55.4
12935,4622,93.2
4783,10352,99.1
13677,12454,73.1
12907,4558,65.7
19539,7011,20.1
19315,10626,13.1
2296,6667,16.6
18428,19460,82.3
3440,1207,74.9
15112,3248,79.6
6975,10876,76.5
7729,54,55.3
8385,11561,44.5
6832,7547,16.7
9554,7526,70.1
18059,10845,93.4
7722,12354,70.3
3913,1192,39.8
3762,5240,62.9
16713,14965,73.9
8659,1387,46.3
16154,79,71.3
13299,9409,96.6
12057,17778,89.1
5257,5574,95.4
13594,14852,37.7
10513,13001,52.0
15054,9216,43.5
5955,5086,50.3
17068,11591,19.2
17903,908,43.5
9791,2637,95.2
5015,17021,60.7
5208,5566,69.3
12137,15668,65.0
14460,17542,92.0
7976,19112,53.3
6974,670,53.2
8439,18366,26.8
13581,15696,57.4
14916,4516,67.6
13565,7534,49.6
8097,9069,70.5
15227,14730,99.8
18004,15658,36.0
3239,6383,64.7
18993,10499,18.7
4720,16570,60.9
13166,19960,98.0
10343,15915,71.5
12052,7550,19.1
6659,15034,51.3
4519,8701,69.4
19943,1970,34.0
3064,4208,81.7
2554,19838,68.0
12037,3365,56.4
4670,19514,71.3
226,15095,5.7
17557,17030,95.3
11996,18111,5.3
13664,17457,65.4
8666,1851,27.3
10319,15531,24.5
14420,9164,65.7
118,4922,12.5
11187,5031,44.5
10832,6288,99.2
14572,9253,92.2
7532,7392,66.6
5885,13951,60.9
780,14060,29.2
2392,15828,51.3
16058,2477,73.1
15303,10976,44.5
16817,3652,93.2
6656,9431,49.3
16795,4809,40.0
19405,19575,24.0
13233,7503,90.5
17993,8521,96.5
13064,18172,55.5
14160,5405,63.9
10982,19360,63.4
10955,7451,43.2
4345,15875,39.4
4864,13092,7.2
5751,13221,13.7
10211,2781,61.2
5855,12589,31.6
1955,11622,6.2
6600,16349,19.9
5847,10724,7.6
17561,11415,44.6
10190,6926,87.9
16582,18090,9.7
134,9606,93.0
17778,9090,69.2
15392,6282,21.6
9985,2791,93.7
9496,16468,22.8
17205,2161,12.3
6358,8578,39.1
11409,10104,44.5
18488,15886,21.0
6018,13674,97.8
3333,2767,51.2
12530,16264,73.6
19816,13148,40.1
10655,4411,70.8
17502,6085,80.6
5649,3557,33.6
4072,14042,84.8
7805,9134,64.0
13763,197,79.1
7608,13955,12.8
15970,58,17.5
846,11559,38.5
18043,17940,88.3
4426,8232,39.1
9039,16693,27.3
13963,2882,61.8
14375,8909,73.4
18084,8119,25.6
15252,8748,75.1
2982,2297,53.1
2595,18603,62.4
16134,12099,33.2
14487,5020,24.1
1612,14647,27.8
9812,19279,6.0
12722,11554,37.5
15573,282,57.8
1334,9052,59.1
10540,5142,85.3
19764,3401,97.8
885,9614,45.6
18677,17418,42.3
2188,14872,39.2
3213,10512,38.4
1791,5633,7.4
16158,15962,22.3
12164,2811,84.4
14937,6915,74.0
10626,6398,50.8
10214,15174,75.5
357,9498,57.2
18017,903,16.5
4002,9952,11.9
15674,603,12.8
10361,10007,8.8
8015,9669,12.3
3460,18094,34.7
2460,8479,82.7
5842,9334,26.7
13568,7496,27.8
352,19387,72.4
6271,6566,21.7
8467,15318,78.0
4330,2769,72.6
1465,1910,64.1
9716,4496,18.2
13885,117,22.4
11937,15227,51.4
15255,13718,7.9
18997,4491,46.6
5715,14814,31.9
13062,9092,95.2
17807,15768,69.0
11743,5564,64.3
1076,6442,17.0
18459,7113,52.6
11345,3591,87.5
1930,15058,76.9
9642,877,43.9
17546,10649,56.2
18362,16666,26.0
12529,3413,19.8
7677,8169,78.2
594,8831,10.1
9011,5012,55.3
4615,749,99.8
14223,118,29.7
13475,6070,30.0
5184,7796,21.2
12242,13222,20.5
2272,14565,44.3
13948,14362,9.0
1162,16165,35.0
7577,6724,15.7
12292,7850,60.7
5833,5832,64.0
16136,8373,78.2
2108,9821,89.5
18548,4406,61.6
18285,13179,97.2
4125,6947,65.6
362,10828,84.6
18285,10054,60.2
3446,6557,72.8
192,15704,45.7
11642,1138,43.1
14657,3065,8.9
2465,6316,41.5
17646,7186,35.2
18786,6594,53.6
7656,9619,81.6
4328,18509,21.0
5834,7921,67.8
1369,10801,13.1
7657,12120,22.9
10148,2764,63.1
16233,4264,19.0
13023,2398,50.7
12050,2567,58.3
3576,19515,70.7
998,14052,93.6
1068,421,15.6
12707,13457,39.2
7438,15377,95.7
14512,1137,67.7
18659,8505,24.7
19435,12872,53.9
858,5153,53.0
12020,12699,43.7
4761,19,96.4
14609,3014,82.2
1878,17243,38.6
3479,15262,61.0
17203,7257,83.6
13302,15795,20.6
1813,15567,6.9
19151,2009,24.4
4104,1328,40.7
3244,6913,92.0
3005,7311,28.4
6637,386,62.5
14999,6385,55.1
9015,4640,79.2
84,6697,78.0
12474,6259,73.2
16907,381,44.9
11767,13351,9.7
18821,3297,99.2
2315,7973,49.7
152,12466,37.1
10613,7662,87.7
9177,18543,48.4
14148,1185,50.8
1242,19933,29.1
11152,14958,94.8
9425,11954,12.3
3522,12042,75.0
336,7863,15.0
19273,16120,34.9
19782,199,99.6
18149,12806,28.8
9726,11134,61.3
198,13774,12.5
9111,4405,55.8
7073,16002,37.7
13389,15857,96.6
8957,16834,63.3
1630,13360,6.8
10701,12493,51.0
1910,2434,23.8
14829,2451,75.9
7048,19043,45.3
1885,5180,10.5
17197,13155,60.1
4753,1097,34.3
14638,9803,16.5
10201,3609,88.6
1486,14651,81.8
14449,2617,93.8
1858,12212,12.9
2456,12085,72.6
2327,4724,64.6
491,11366,86.0
11038,13917,12.4
8602,15262,89.1
1654,10296,29.5
17312,4747,40.6
10839,9627,6.8
18280,10480,78.3
10922,4950,8.8
4077,13899,19.8
19901,18577,33.3
816,3476,26.5
14020,5187,99.1
8611,2425,84.1
9075,8657,82.2
16127,14693,45.8
15947,13124,25.2
10208,18454,13.5
7507,10261,72.3
14327,14608,11.5
12074,7611,64.2
3496,13844,93.7
11308,11351,53.8
11206,19767,23.7
18442,18040,54.2
15012,18052,94.9
13287,22,88.3
16153,7571,57.4
999,6874,72.7
10348,309,75.1
9049,6248,80.0
13869,16955,32.0
11449,18395,32.6
19410,13942,74.9
14637,4878,15.7
9585,15181,59.0
4240,17533,9.7
17126,54,76.5
15103,910,36.1
16934,4581,52.5
8028,9750,93.2
10148,1901,36.1
4478,9558,83.2
17027,10652,24.2
8629,3463,73.0
8362,16031,68.2
4344,12491,57.2
11977,7287,18.7
3235,3716,42.2
3107,15776,85.0
15063,14052,12.8
5533,17247,66.4
8115,14970,13.2
9695,3583,55.1
11166,786,7.5
6061,6972,55.1
409,11874,43.8
707,18995,17.8
16592,10720,25.2
3848,7040,24.4
7263,14638,84.8
12530,5770,72.2
2788,9907,71.2
8246,11427,14.8
990,10023,62.1
8385,3646,33.7
4920,13332,56.1
4962,14555,60.8
14591,12256,25.3
8056,805,31.6
9094,11853,24.0
3914,8660,59.6
3046,5176,63.4
10859,2173,73.2
10034,16378,47.3
8366,9570,31.7
13459,7954,80.5
18520,13002,87.4
18461,15795,13.0
19719,17400,78.2
12256,4813,14.8
11075,12065,17.7
14313,10216,94.8
6901,1225,45.9
10542,16373,39.1
3274,15613,73.8
8962,3836,82.3
19099,14983,29.2
7759,8912,84.3
968,16093,29.5
13125,15956,57.9
3714,15350,69.8
7509,6594,77.1
5775,14741,33.3
15126,3765,92.3
18229,15354,78.1
9461,19501,17.7
19257,7436,97.2
19837,18520,52.6
18986,9800,34.8
10622,6381,60.9
10014,224,8.9
19405,3211,18.8
12715,9645,11.3
9310,6407,40.8
3760,10683,26.7
4428,1321,80.6
5498,12149,86.5
17402,7965,72.7
19050,17268,28.3
19859,16929,5.9
5492,4308,89.6
5256,11264,40.8
17201,10558,7.1
979,15462,17.5
1012,18207,86.9
11677,18869,24.4
10678,343,75.4
4719,15871,64.0
14938,15149,70.1
10283,984,86.9
5032,5164,43.0
16455,9600,49.7
1378,8055,49.2
7775,16206,10.5
1006,10891,27.0
11606,13599,36.1
5039,2871,89.1
321,5298,76.9
19902,1507,73.6
15685,10202,17.8
3392,10974,38.6
3701,9512,64.5
14368,13686,30.0
16420,6715,12.6
1451,18551,58.9
13879,15483,11.1
6433,8957,83.3
9032,1837,31.8
3920,16270,92.9
6300,15892,67.5
12891,13412,52.5
3207,16785,99.3
1099,14018,59.7
12687,13304,40.1
9623,1551,74.3
12103,13646,91.8
5717,1339,10.1
11402,9671,99.3
15544,2075,16.6
17868,16982,24.4
12707,14757,49.0
19864,11333,20.4
19009,2944,22.9
13756,2819,90.6
11128,19708,24.3
12966,224,9.0
17016,13579,92.0
19665,16758,28.1
8492,7639,86.9
18476,3939,71.6
1583,19899,72.0
10773,11315,86.2
17397,16645,61.8
321,7715,56.1
2649,5970,42.2
77,18502,26.8
12230,6531,23.2
14723,11800,36.7
19873,8912,63.8
9821,13496,62.8
10423,17373,51.4
1083,648,43.3
13214,4563,51.8
6500,765,18.5
17364,3616,68.1
18441,12879,27.7
12795,5959,47.5
8261,18283,90.1
223,6183,24.4
17314,12155,78.1
7614,4578,16.0
4059,9324,35.8
5075,15848,92.5
321,6549,90.3
17004,15953,60.6
9445,13957,38.0
19980,17350,16.9
4857,7520,11.2
9521,14192,43.7
9638,9754,23.4
15000,1816,99.0
16504,1152,16.4
5961,9235,98.7
5778,2020,93.8
64,9626,85.7
7673,16088,84.5
5860,15036,11.6
8545,12433,60.7
3405,9795,72.1
19088,17457,15.1
11474,15901,8.7
3817,726,25.1
18920,12890,81.7
7038,13875,45.0
14995,5609,87.1
57,447,45.5
5643,8163,78.9
11678,3201,95.1
3658,5709,75.3
14661,14376,77.2
10744,8385,31.2
8343,8366,39.4
18898,97,16.4
15063,999,99.8
17912,3300,99.9
6982,4175,74.6
18610,14270,83.1
19986,7808,14.5
4451,8713,56.3
13713,1800,9.2
10801,17134,12.7
9083,8408,50.1
14706,13591,50.8
8930,12968,86.6
8552,4155,9.0
9748,19530,11.8
15242,11142,24.6
811,4184,26.2
18489,13692,14.4
10986,15018,37.8
6099,8323,37.2
16985,15739,85.9
18268,16785,70.0
3305,16504,100.0
14776,8504,56.9
18889,2646,38.0
13789,4861,28.7
4523,3928,40.4
4967,11113,58.3
4621,6696,97.7
584,441,47.5
16493,15060,85.4
12592,18403,44.7
12472,9591,77.0
9952,6372,94.1
12043,1067,7.0
2133,5996,44.2
15343,6814,22.9
8330,12842,29.6
8395,11486,50.5
9169,10159,36.3
18494,8291,87.5
18545,4196,76.7
8702,4475,44.7
7312,877,93.7
17941,10990,52.4
19236,15626,23.2
17564,883,51.0
8213,5149,15.3
4569,4629,14.5
2954,9928,48.4
15050,19034,89.2
3104,9166,91.5
19327,9179,41.8
11122,6578,87.2
6176,15176,71.6
13597,9977,97.7
744,19565,52.5
16279,17554,73.6
19317,7278,11.5
9561,11784,40.8
9962,12368,17.1
17581,16856,45.7
5191,8802,85.6
16193,17062,10.4
5858,11208,49.1
16432,6019,13.5
5901,6662,68.0
17800,19021,76.0
18696,10964,43.9
14691,18984,37.9
3780,14308,31.5
19481,2539,10.0
15033,2424,21.4
19591,13458,46.1
1430,19640,22.9
14932,5427,86.8
10762,8476,53.7
8607,3294,47.9
9336,6439,60.2
13444,11485,81.3
5410,16452,97.0
5193,17763,11.3
15794,11121,64.9
12659,9171,48.7
14018,3710,70.9
7414,10210,91.1
525,7268,59.7
11506,11261,22.0
17415,12414,34.8
15794,3648,83.4
16810,10196,72.1
7443,17801,83.1
7672,14113,87.7
7053,16017,62.7
6225,13886,71.6
10689,9613,11.8
14268,6291,15.4
1967,5870,52.0
224,3538,18.1
7679,17992,90.8
17347,18333,33.8
12462,13139,16.0
19219,17541,37.5
408,11274,12.7
18151,14173,69.6
11448,2952,83.4
19728,2876,83.0
4418,15681,26.4
2829,1151,8.5
10145,1094,43.5
11236,18793,76.5
6062,11579,15.0
8299,18573,69.9
10749,19101,94.3
9601,19275,54.7
14154,9484,25.9
12150,17722,85.6
13477,6204,35.7
19709,18014,14.8
5696,11012,21.7
6820,13028,88.4
9872,3772,23.3
13504,14345,71.2
15627,14255,69.6
14673,4813,85.8
3121,17729,57.2
11664,3940,28.7
13905,3568,13.0
16469,14039,26.1
8567,772,15.8
15284,16403,83.0
5661,6038,6.5
113,9338,15.9
16520,7380,20.6
11465,18425,80.6
6235,13657,82.2
4740,14020,9.8
11921,4364,64.9
6915,3111,66.0
1684,14730,47.5
2565,2883,67.1
6760,19151,19.8
7649,7876,5.3
2760,11569,42.2
2448,14280,6.5
9471,1024,83.0
364,16230,97.8
14414,10673,44.4
12051,18650,12.1
4834,5590,99.7
9295,18558,36.1
352,1890,68.0
7835,19828,23.5
5703,15502,29.6
2041,14059,71.2
8711,19381,83.2
16730,575,5.9
7315,14311,93.3
4997,14784,93.0
709,9940,92.0
2123,1687,86.6
8620,15232,29.5
14422,12797,11.1
997,17287,91.4
19283,13300,74.1
19848,6144,77.2
10129,14994,92.9
7696,10567,48.3
17786,19989,52.0
512,5492,65.2
11455,11045,80.2
13885,15562,38.7
5572,9994,46.2
8102,17341,90.0
13082,13566,16.5
7778,2438,15.7
16128,2231,12.7
16929,16760,26.6
15105,9059,52.9
13869,17241,23.0
2755,3659,85.5
1558,14651,87.6
19027,10197,95.3
5353,4806,89.1
10338,15021,10.1
8793,10438,45.4
12858,7143,58.9
14559,17929,88.8
17161,13134,23.3
7737,5155,45.6
14650,427,8.8
11981,1792,23.6
16175,18727,6.6
17977,3406,18.0
13317,16451,98.9
3311,8524,6.7
2891,11533,51.5
12575,12078,80.3
2798,7668,17.5
9949,5345,81.5
8317,4796,91.7
17123,13883,32.0
11102,12943,37.6
6154,12622,69.3
17692,12450,14.1
2482,8230,86.8
13301,9637,27.3
9352,11232,19.5
8843,5349,77.2
15268,11475,46.6
19847,5445,66.6
18204,16696,23.7
14061,13864,40.8
5881,12991,9.0
8508,6587,47.2
2161,16644,54.6
13257,10138,80.9
11366,6032,62.8
2808,17858,79.3
6293,1394,78.3
16879,15990,42.7
16734,10159,22.4
14866,7253,68.1
2920,12811,21.6
11385,5840,45.8
17296,9580,91.7
11554,16297,48.2
9172,19893,6.8
2385,4751,67.5
12493,6768,65.1
11462,6958,9.1
19642,16705,43.7
1453,9873,18.9
6983,14808,54.6
3746,3847,24.9
17690,12489,69.2
12662,10598,39.0
16459,14217,33.7
18193,9597,5.9
6734,723,96.9
10417,19549,71.0
8439,8936,75.9
8875,1813,74.2
13192,3173,18.7
17554,18540,93.8
13410,11326,47.0
10079,15479,84.3
1109,11290,78.6
5594,3163,52.2
12629,3747,97.2
12480,4583,23.0
15981,12400,9.6
11864,555,46.8
15245,19422,56.6
733,9324,43.5
3907,16305,14.6
9122,469,38.7
17648,776,90.0
6655,14042,59.8
1354,4876,42.1
11461,12767,84.4
11209,18441,58.7
15494,14925,79.0
16705,3203,61.8
9150,2808,55.4
17901,11740,50.3
9465,16630,48.0
13006,8284,58.6
18421,18782,92.1
15964,3418,99.0
3885,11930,39.3
10720,3075,56.8
16320,7952,15.0
2794,9159,92.4
9835,7722,24.4
10132,14910,97.8
3977,1972,21.7
15756,8958,68.8
14792,12727,5.6
18361,256,25.3
2326,11569,51.8
9045,2750,55.0
13191,13094,47.0
8302,12511,76.0
17205,3250,29.7
9721,2310,19.2
18135,3326,37.9
14617,3150,90.2
13757,9357,12.2
3184,1598,54.5
16172,11068,20.9
3944,12509,64.9
9893,1542,77.5
14900,8436,29.9
3422,958,79.8
3729,11804,55.8
7671,15294,50.8
8693,12358,90.1
10776,8123,31.8
15696,10284,13.6
7907,4964,35.3
8910,10590,71.8
8936,8444,66.4
1693,2455,58.8
12999,6592,50.4
19369,18674,95.4
14586,10157,62.7
1474,15988,79.3
9745,15854,70.8
12708,2704,45.8
10856,19254,46.3
170,9389,66.1
14104,1968,84.7
16215,10725,51.4
1481,8607,46.3
1356,17118,7.9
10575,6896,27.0
446,11948,83.6
1689,10431,64.3
15156,8568,90.5
19730,17020,84.5
5025,4990,17.0
10260,17968,79.3
5004,10738,71.2
4963,3161,58.5
15737,10128,52.2
15684,8390,77.5
842,1356,81.3
3919,16058,13.7
13447,2907,78.7
4417,9964,36.1
14744,8666,19.6
2982,9804,13.9
15258,9960,26.0
8014,19591,79.9
8012,15859,96.7
11063,13792,27.3
3923,19288,36.6
8576,7266,74.5
5433,12238,77.8
1569,14728,15.2
3933,5401,71.5
13093,5817,27.0
13367,14854,64.8
4844,6837,47.3
3288,13475,13.3
16337,12106,65.9
15303,9785,99.1
15696,2702,94.8
15605,879,40.0
6786,9045,15.6
2174,8551,73.5
10672,7255,88.0
19,17585,5.5
5309,1451,9.3
14595,6650,53.1
18009,14100,9.7
19876,19030,8.9
9433,15306,89.6
16832,6743,48.3
7295,17244,71.6
10104,8746,24.1
19612,16042,49.3
13168,1684,44.1
8455,3381,36.5
15831,16999,40.8
7496,2310,95.5
5274,7930,55.1
6594,716,29.9
1578,16033,77.2
7183,11918,76.7
3802,14357,93.9
10697,232,97.7
18608,18825,58.6
17990,2601,72.3
3347,6887,15.2
7159,8268,20.1
6920,10445,71.0
4603,6864,32.6
19174,4537,31.2
5761,11668,69.1
12292,2371,23.8
15274,3398,75.9
9568,12270,68.1
12281,19286,72.7
11277,17323,84.0
3369,8306,48.9
3489,11429,49.0
10125,2789,65.6
12997,11415,49.5
3405,3814,64.7
2219,17950,47.5
4983,16791,89.3
12034,1504,84.1
19569,6127,67.0
5493,13779,5.4
8575,10446,39.6
2678,10645,64.7
1517,19589,32.8
7102,5511,26.1
19346,7503,23.1
6902,8166,25.5
15421,9724,80.1
4013,16104,95.9
16843,12363,38.1
5717,17395,79.0
2865,724,72.2
9204,17142,41.6
13697,9422,77.7
11456,6830,69.5
1806,12727,27.7
3240,17136,81.4
7918,19774,17.4
3846,4882,55.5
16436,16940,90.6
6845,9264,50.3
19616,2081,23.3
12949,18989,90.8
1385,5092,14.5
18998,5698,42.3
14967,6897,90.8
16078,4866,29.2
3877,16514,76.3
3826,18597,87.9
14332,8511,17.1
1666,1105,50.1
5687,6864,36.4
3308,11526,8.6
4199,15256,88.1
2193,6951,31.8
12358,18183,90.0
15445,9674,40.9
11574,493,97.2
1946,11446,18.0
5980,252,7.9
16634,11404,16.1
3970,16943,71.8
19153,5383,66.0
16504,722,29.9
1394,3936,99.7
17492,5606,47.1
10162,9179,90.0
13663,18583,51.2
11237,1052,18.5
16327,13485,62.9
7019,4329,44.2
349,661,36.9
6133,14888,48.9
3273,11747,82.1
15466,12431,66.8
9337,7898,9.0
14145,913,47.9
17383,3113,49.9
6225,10450,72.3
4164,15769,17.8
904,6332,59.4
7831,15898,48.3
131,685,42.0
18598,8442,80.2
146,19878,48.5
5163,12688,35.5
4373,11480,77.2
9580,736,15.7
5274,10347,24.2
16386,12597,8.7
15035,9362,91.5
2813,2989,50.3
13355,2504,24.6
16205,5530,40.6
15579,2574,44.7
7923,17785,19.8
6905,5893,33.2
14018,5130,90.0
5393,13162,55.8
4788,3651,75.2
1802,19808,46.1
7701,15335,58.4
12985,11288,60.6
19930,1986,7.4
7209,450,68.6
7732,13531,45.6
9612,182,90.6
12645,8133,54.7
2110,10723,15.2
7465,9389,25.4
8402,7300,67.6
6955,12559,67.3
4179,15301,49.1
6401,16681,70.3
16309,17779,69.2
6194,19303,66.4
12608,4175,23.7
4524,17333,28.8
2330,4485,57.2
14366,310,43.1
6153,2620,70.3
15047,3484,93.7
8894,11202,68.3
14205,7916,78.8
8191,14406,96.2
13380,16406,24.2
4763,13919,67.7
6414,11273,78.6
19818,5083,53.3
8365,16159,47.5
19123,14953,69.8
15961,11117,61.9
8972,5176,56.2
12099,1631,95.6
7418,5694,30.1
19441,2483,69.3
10812,1006,20.9
9398,9268,81.4
10993,10031,82.2
13500,10714,36.0
14255,18540,72.5
13736,18898,61.8
8957,17444,66.1
2261,9091,80.5
700,1697,5.2
16981,3020,70.8
12171,17180,29.4
6580,12330,78.4
15555,6786,14.0
947,18949,53.0
9614,13808,90.8
19538,9244,27.3
12267,4421,58.3
6111,1469,94.1
5409,15204,29.7
17974,18451,66.9
11307,14502,86.5
8743,19085,67.8
9466,17074,65.9
2052,336,90.7
13196,492,13.6
1018,6417,15.4
3853,6888,21.4
5709,19221,64.3
4620,854,77.2
3169,554,29.8
16282,15359,39.2
9350,6079,16.9
6012,7767,34.3
10741,5987,88.8
17177,19778,21.5
9118,18998,34.7
17568,4839,79.8
17055,19396,60.7
17694,19588,79.2
7524,19438,33.7
1626,11581,32.8
149,4558,16.4
13894,19121,67.5
15040,6512,90.6
16490,4130,69.9
17582,8221,42.7
3999,8087,86.6
16848,10607,56.8
1406,4670,5.1
14235,7924,71.8
3590,3498,70.9
7294,2029,80.5
14547,15944,46.3
126,10830,65.3
18800,9378,8.3
11910,9047,65.2
3079,16500,37.2
15316,8100,55.7
5850,10260,69.5
14270,5366,53.9
271,15542,99.7
7838,14147,60.6
8247,13973,41.4
4732,7618,15.7
683,19007,6.7
10367,8499,81.9
4880,12991,13.2
12675,6042,32.1
1565,18592,10.5
6802,18152,40.5
7384,3586,42.6
3411,1612,85.4
4899,17592,55.4
13438,12907,35.6
16171,371,21.3
2148,2614,32.7
12197,5896,23.3
2852,1572,99.4
2497,10115,45.8
18057,17727,36.5
16258,17052,11.5
17466,16085,61.1
4917,11623,30.2
5680,12898,41.4
1749,3911,12.2
5758,962,65.6
19391,17409,39.5
10460,9065,79.4
10459,9054,14.2
14145,15937,99.6
1948,4292,8.6
10445,1294,54.9
13877,11751,40.0
16348,10357,62.6
8319,13570,5.2
1130,3791,75.0
16753,4455,74.7
18809,596,59.0
10890,12163,23.4
39,18863,70.2
6818,11229,76.4
16420,8982,94.2
5733,16359,41.5
14361,11305,21.3
3608,3127,89.4
2559,7822,14.3
16606,13417,46.1
14381,890,23.0
4124,11265,37.7
95,16991,72.7
6384,227,98.3
7533,2116,19.0
3414,13028,41.8
13424,3750,92.0
19272,5835,79.7
7720,12320,13.7
17983,697,32.8
14365,10612,33.5
10106,4203,18.3
1793,878,31.8
5962,15485,27.8
12739,1311,21.4
4247,1404,60.1
4609,16014,35.4
5073,3211,62.5
2009,7130,42.6
14660,1034,19.8
751,13288,84.3
17656,9818,79.8
16685,1277,65.4
7217,4892,29.2
533,2851,32.8
16060,3500,58.5
4991,2026,29.6
19800,13973,47.1
9058,13417,81.1
10726,7256,68.2
17327,3033,19.7
11432,8377,73.7
13979,5050,16.1
9807,3415,58.8
14514,5924,12.9
17537,9519,79.0
15240,18812,43.6
13915,745,11.7
14553,19443,13.2
14349,6558,55.5
6140,19030,44.4
7214,13993,55.1
3013,7522,99.8
13076,16808,6.4
2456,649,18.1
10446,16383,94.1
3612,7199,97.2
401,4964,55.9
3631,1490,69.9
7736,4169,83.7
9682,13439,38.7
9746,1492,86.0
11192,11874,26.6
2272,13850,38.1
18788,6806,97.8
10710,3725,13.8
15242,2373,20.9
1091,5394,90.3
863,8730,14.2
909,9470,96.2
11157,7147,35.0
901,19005,84.9
13307,13057,47.6
16867,16591,23.6
8665,15986,61.2
11339,5882,16.3
18793,3125,8.5
210,7283,60.6
16065,12497,75.1
7845,18748,70.4
19745,4915,74.7
17720,3650,30.4
18300,15721,79.8
14342,836,94.3
14301,11844,48.2
2839,1810,78.7
7641,2377,17.4
12192,3094,66.9
15900,4913,10.0
8728,3087,29.1
8517,18670,20.8
6019,13962,48.9
5261,17281,24.0
9628,62,81.0
9148,10039,7.5
11678,3745,60.1
17949,15981,78.3
17822,10867,15.2
9171,2526,45.2
10807,13751,62.3
9365,11419,87.6
3901,2191,23.9
10818,18572,80.8
5071,7077,88.9
8601,11266,84.9
11091,15031,5.9
16864,12354,95.9
6147,15199,51.8
11182,1535,71.6
17594,15277,48.2
7710,16718,7.3
15465,10261,57.8
6796,14172,92.0
5774,17830,52.0
9356,11833,29.1
3758,18482,69.7
18900,7241,92.1
18538,13336,63.4
8003,4571,64.9
4852,4404,84.0
19846,13185,80.8
15639,18066,10.0
15112,5249,29.1
19866,18302,51.7
13568,1553,5.1
18808,12985,57.4
2654,9284,12.9
1421,7323,17.8
8989,7266,40.4
15290,2321,34.0
11438,1032,86.2
17428,5168,15.6
12855,11304,79.7
17936,2099,31.9
5340,9188,65.7
5255,14404,56.3
13262,3767,98.0
3134,4389,35.4
8642,9096,61.4
3784,529,74.4
8392,2991,87.0
7268,18664,76.1
6555,2590,91.7
19923,16130,30.6
13460,2307,49.5
11312,12798,21.9
11541,19509,6.8
13592,5602,50.2
3150,15435,86.8
6246,18560,86.9
17080,6112,47.2
3062,3978,32.9
5000,3741,20.3
18260,4269,26.9
13819,16405,19.4
16953,6305,26.5
13733,2448,46.5
8660,4236,93.4
18706,6143,36.1
12223,2440,52.9
19528,5259,64.9
10712,615,14.2
13545,8562,61.6
11678,414,13.4
8998,4509,72.1
15117,7296,73.4
19125,7484,78.0
8352,14656,31.0
13363,10363,89.2
14961,3337,71.5
2427,7730,44.3
2688,844,67.5
1139,14272,67.7
11174,14414,32.1
4545,19830,58.7
2664,19475,99.8
3984,13762,78.0
11665,1590,9.6
9639,14153,18.5
19050,11851,9.2
12761,8597,71.3
16266,2619,16.8
5310,12554,97.4
2576,10248,86.6
17025,6083,95.4
15813,13649,8.7
16410,4184,6.8
10391,7418,8.5
390,15003,97.7
4789,1077,56.1
19463,2202,17.8
8309,17156,44.8
10974,15131,55.5
10714,15048,83.0
16538,5777,22.1
15062,19786,15.3
7885,3794,63.3
5327,7870,92.4
9723,13765,20.0
3587,8923,65.8
9862,13101,42.2
9128,14425,64.7
6661,18395,86.0
11092,1182,29.0
9405,15228,62.4
9105,8499,22.5
7604,19222,23.8
217,1346,11.0
15740,9152,81.4
12224,1969,70.2
4581,2566,29.9
5030,8791,37.5
14781,9167,89.8
16900,9452,89.6
19261,19698,56.1
12981,11786,48.3
16743,19371,83.6
15404,16605,73.8
3128,9508,68.1
15997,11968,82.0
10637,102,24.9
10950,14567,89.2
1705,13642,98.5
15084,2078,67.5
5369,9412,59.9
17302,14815,22.4
1263,14109,76.9
9326,15029,21.3
8059,10038,40.4
2697,13008,36.6
15452,15850,32.1
5012,17123,49.8
4686,13906,47.4
12288,849,26.8
4228,13040,28.4
4820,19866,91.8
15402,16274,75.9
11612,7512,75.9
14842,7120,54.2
3728,13165,94.4
405,11779,79.8
4229,16248,38.6
1554,710,23.1
18526,9927,78.3
3386,15896,31.7
4171,11131,7.5
18078,16586,97.1
4715,4372,97.3
4971,14922,81.0
194,16738,86.8
5558,5881,91.3
4324,6091,69.8
18799,19134,69.4
14702,10249,38.2
15126,1248,13.6
2785,9270,22.4
9628,3315,19.8
11390,15108,60.2
13243,7422,13.1
8686,18149,32.1
4513,14168,52.6
13254,10023,57.8
6687,6958,91.8
9028,11819,56.8
16653,11580,80.9
9903,7989,54.5
10294,12467,66.3
13201,16304,11.4
3078,16158,6.4
19990,2794,74.4
5943,19046,86.0
4868,13054,57.7
9512,11059,86.4
1382,19351,90.5
12910,19384,90.3
1699,1303,63.5
16132,15101,86.0
13228,18694,57.1
6888,8853,43.9
2528,7084,61.9
11040,16803,48.2
13053,245,6.5
18853,1113,27.1
16145,18148,14.0
14729,15191,21.1
17000,10470,58.8
5199,9463,92.2
10103,19037,8.8
3770,7784,48.8
7995,9853,83.0
13714,16773,73.5
764,9208,38.8
446,8753,71.7
2327,4255,6.0
16600,18955,74.9
11551,2667,43.5
19584,12895,42.2
